Particle A Position,Particle B Position
0.168027049325,100.166711113
0.170009661224,100.168682097
0.172009766843,100.170670506
0.174027468788,100.172676442
0.176062869963,100.174700009
0.178116073575,100.17674131
0.180187183128,100.178800448
0.18227630243,100.180877526
0.184383535585,100.182972648
0.186508987,100.185085919
0.18865276138,100.187217443
0.190814963731,100.189367325
0.19299569936,100.19153567
0.195195073872,100.193722583
0.197413193173,100.195928171
0.199650163471,100.198152538
0.201906091271,100.200395792
0.20418108338,100.202658039
0.206475246904,100.204939386
0.208788689249,100.207239939
0.211121518123,100.209559808
0.213473841532,100.211899099
0.215845767783,100.21425792
0.218237405482,100.216636381
0.220648863537,100.219034589
0.223080251154,100.221452653
0.225531677841,100.223890684
0.228003253405,100.22634879
0.230495087953,100.228827082
0.233007291892,100.231325669
0.23553997593,100.233844663
0.238093251074,100.236384173
0.240667228632,100.238944312
0.243262020211,100.24152519
0.245877737719,100.24412692
0.248514493364,100.246749612
0.251172399654,100.249393381
0.253851569397,100.252058337
0.2565521157,100.254744594
0.259274151972,100.257452266
0.262017791922,100.260181465
0.264783149557,100.262932306
0.267570339186,100.265704903
0.270379475417,100.26849937
0.27321067316,100.271315821
0.276064047621,100.274154373
0.278939714312,100.277015139
0.281837789039,100.279898237
0.284758387913,100.28280378
0.287701627342,100.285731887
0.290667624035,100.288682673
0.293656495002,100.291656256
0.296668357551,100.294652751
0.299703329293,100.297672277
0.302761528137,100.300714952
0.305843072292,100.303780893
0.308948080269,100.306870219
0.312076670876,100.309983048
0.315228963224,100.313119499
0.318405076723,100.316279692
0.321605131083,100.319463745
0.324829246314,100.32267178
0.328077542727,100.325903915
0.331350140932,100.329160272
0.334647161839,100.33244097
0.337968726659,100.335746132
0.341314956902,100.339075878
0.344685974381,100.34243033
0.348081901205,100.345809609
0.351502859785,100.349213839
0.354948972833,100.352643141
0.358420363361,100.356097639
0.361917154678,100.359577455
0.365439470398,100.363082713
0.368987434431,100.366613537
0.372561170989,100.37017005
0.376160804585,100.373752377
0.379786460029,100.377360643
0.383438262435,100.380994972
0.387116337213,100.38465549
0.390820810078,100.388342322
0.39455180704,100.392055594
0.398309454412,100.395795432
0.402093878808,100.399561963
0.40590520714,100.403355312
0.40974356662,100.407175608
0.413609084762,100.411022978
0.417501889379,100.414897549
0.421422108584,100.418799449
0.425369870791,100.422728806
0.429345304713,100.426685749
0.433348539364,100.430670406
0.437379704057,100.434682908
0.441438928406,100.438723382
0.445526342326,100.442791959
0.449642076031,100.44688877
0.453786260034,100.451013943
0.45795902515,100.45516761
0.462160502495,100.459349902
0.466390823482,100.46356095
0.470650119826,100.467800885
0.474938523542,100.472069839
0.479256166946,100.476367945
0.483603182652,100.480695335
0.487979703576,100.485052141
0.492385862933,100.489438497
0.49682179424,100.493854535
0.501287631311,100.49830039
0.505783508264,100.502776196
0.510309559513,100.507282086
0.514865919775,100.511818195
0.519452724066,100.516384658
0.524070107704,100.52098161
0.528718206304,100.525609186
0.533397155783,100.530267523
0.538107092359,100.534956756
0.542848152548,100.539677021
0.547620473168,100.544428455
0.552424191336,100.549211196
0.55725944447,100.554025379
0.562126370286,100.558871144
0.567025106804,100.563748627
0.571955792342,100.568657967
0.576918565517,100.573599301
0.581913565247,100.57857277
0.586940930752,100.583578512
0.592000801549,100.588616665
0.597093317458,100.593687371
0.602218618598,100.598790768
0.607376845388,100.603926997
0.612568138547,100.609096199
0.617792639094,100.614298514
0.62305048835,100.619534083
0.628341827934,100.624803048
0.633666799765,100.630105551
0.639025546065,100.635441733
0.644418209353,100.640811737
0.64984493245,100.646215706
0.655305858477,100.651653782
0.660801130854,100.657126108
0.666330893303,100.662632829
0.671895289844,100.668174088
0.677494464799,100.673750029
0.68312856279,100.679360796
0.688797728738,100.685006535
0.694502107865,100.690687389
0.700241845693,100.696403506
0.706017088045,100.702155029
0.711827981042,100.707942106
0.717674671108,100.713764882
0.723557304966,100.719623504
0.729476029638,100.725518119
0.735430992447,100.731448873
0.741422341017,100.737415915
0.747450223272,100.743419392
0.753514787435,100.749459452
0.75961618203,100.755536243
0.765754555882,100.761649914
0.771930058114,100.767800613
0.778142838152,100.773988491
0.78439304572,100.780213697
0.790680830842,100.78647638
0.797006343845,100.79277669
0.803369735353,100.799114779
0.809771156292,100.805490796
0.816210757888,100.811904893
0.822688691666,100.818357221
0.829205109454,100.824847931
0.835760163376,100.831377177
0.84235400586,100.837945109
0.848986789633,100.84455188
0.855658667722,100.851197644
0.862369793453,100.857882553
0.869120320455,100.864606761
0.875910402654,100.871370421
0.882740194279,100.878173687
0.889609849858,100.885016715
0.896519524219,100.891899658
0.903469372491,100.898822671
0.910459550102,100.90578591
0.917490212781,100.912789531
0.924561516557,100.919833688
0.931673617761,100.926918538
0.938826673021,100.934044238
0.946020839268,100.941210944
0.95325627373,100.948418813
0.96053313394,100.955668003
0.967851577727,100.962958671
0.975211763222,100.970290976
0.982613848857,100.977665074
0.990057993361,100.985081126
0.997544355768,100.99253929
1.00507309541,101.000039724
1.01264437191,101.007582589
1.02025834522,101.015168043
1.02791517555,101.022796248
1.03561502345,101.030467364
1.04335804974,101.03818155
1.05114441556,101.045938969
1.05897428235,101.05373978
1.06684781183,101.061584147
1.07476516604,101.06947223
1.08272650731,101.077404191
1.09073199829,101.085380194
1.0987818019,101.093400401
1.10687608137,101.101464975
1.11501500025,101.109574079
1.12319872237,101.117727877
1.13142741186,101.125926533
1.13970123317,101.134170211
1.14802035102,101.142459075
1.15638493046,101.150793291
1.16479513681,101.159173024
1.17325113572,101.167598438
1.18175309313,101.176069701
1.19030117527,101.184586977
1.19889554869,101.193150433
1.2075363802,101.201760236
1.21622383697,101.210416553
1.22495808642,101.219119551
1.2337392963,101.227869397
1.24256763464,101.236666259
1.25144326979,101.245510306
1.26036637037,101.254401706
1.26933710534,101.263340628
1.27835564394,101.27232724
1.2874221557,101.281361712
1.29653681046,101.290444214
1.30569977837,101.299574916
1.31491122987,101.308753987
1.3241713357,101.317981599
1.3334802669,101.327257922
1.34283819482,101.336583128
1.35224529109,101.345957387
1.36170172766,101.355380872
1.37120767678,101.364853754
1.38076331099,101.374376207
1.39036880312,101.383948402
1.40002432633,101.393570512
1.40973005406,101.403242712
1.41948616006,101.412965173
1.42929281837,101.422738071
1.43915020333,101.432561579
1.44905848959,101.442435872
1.45901785211,101.452361124
1.46902846611,101.462337511
1.47909050716,101.472365208
1.48920415109,101.482444391
1.49936957406,101.492575234
1.50958695251,101.502757916
1.5198564632,101.512992612
1.53017828316,101.523279499
1.54055258975,101.533618754
1.55097956062,101.544010556
1.56145937372,101.55445508
1.57199220729,101.564952506
1.58257823988,101.575503012
1.59321765036,101.586106777
1.60391061786,101.596763979
1.61465732184,101.607474798
1.62545794205,101.618239413
1.63631265854,101.629058004
1.64722165167,101.639930751
1.65818510208,101.650857835
1.66920319073,101.661839437
1.68027609887,101.672875737
1.69140400806,101.683966918
1.70258710014,101.695113159
1.71382555729,101.706314644
1.72511956193,101.717571555
1.73646929685,101.728884075
1.74787494508,101.740252385
1.75933668998,101.75167667
1.77085471522,101.763157113
1.78242920474,101.774693897
1.7940603428,101.786287206
1.80574831397,101.797937226
1.81749330309,101.80964414
1.82929549533,101.821408134
1.84115507614,101.833229393
1.85307223128,101.845108102
1.86504714682,101.857044447
1.87708000911,101.869038615
1.8891710048,101.881090791
1.90132032087,101.893201164
1.91352814457,101.905369918
1.92579466346,101.917597243
1.93812006541,101.929883326
1.95050453857,101.942228354
1.96294827141,101.954632516
1.97545145269,101.967096001
1.98801427147,101.979618997
2.00063691712,101.992201694
2.01331957929,102.00484428
2.02606244797,102.017546946
2.0388657134,102.030309882
2.05172956615,102.043133279
2.06465419709,102.056017326
2.07763979739,102.068962215
2.09068655851,102.081968137
2.10379467221,102.095035283
2.11696433057,102.108163846
2.13019572595,102.121354018
2.14348905103,102.134605991
2.15684449875,102.147919958
2.17026226241,102.161296111
2.18374253556,102.174734645
2.19728551208,102.188235753
2.21089138613,102.201799629
2.22456035218,102.215426468
2.23829260502,102.229116463
2.2520883397,102.24286981
2.2659477516,102.256686703
2.27987103639,102.270567339
2.29385839005,102.284511913
2.30791000884,102.298520622
2.32202608935,102.312593661
2.33620682844,102.326731227
2.35045242328,102.340933517
2.36476307137,102.355200729
2.37913897046,102.369533059
2.39358031864,102.383930707
2.40808731428,102.39839387
2.42266015605,102.412922746
2.43729904294,102.427517535
2.45200417423,102.442178435
2.46677574949,102.456905646
2.48161396859,102.471699367
2.49651903173,102.486559799
2.51149113937,102.501487142
2.5265304923,102.516481596
2.5416372916,102.531543362
2.55681173865,102.546672641
2.57205403513,102.561869636
2.58736438302,102.577134547
2.60274298461,102.592467577
2.61819004248,102.607868927
2.63370575951,102.623338802
2.64929033888,102.638877404
2.66494398409,102.654484935
2.68066689891,102.6701616
2.69645928743,102.685907603
2.71232135404,102.701723147
2.72825330341,102.717608438
2.74425534055,102.733563679
2.76032767074,102.749589077
2.77647049956,102.765684836
2.79268403291,102.781851163
2.80896847696,102.798088262
2.82532403822,102.814396341
2.84175092347,102.830775606
2.85824933981,102.847226263
2.87481949461,102.863748521
2.89146159559,102.880342587
2.90817585072,102.897008667
2.9249624683,102.913746972
2.94182165692,102.930557708
2.95875362548,102.947441085
2.97575858317,102.964397311
2.99283673949,102.981426596
3.00998830422,102.99852915
3.02721348748,103.015705181
3.04451249965,103.032954902
3.06188555143,103.050278521
3.07933285382,103.067676251
3.09685461811,103.085148301
3.11445105591,103.102694883
3.13212237911,103.12031621
3.14986879992,103.138012492
3.16769053084,103.155783943
3.18558778465,103.173630775
3.20356077448,103.191553201
3.22160971371,103.209551433
3.23973481606,103.227625687
3.25793629552,103.245776174
3.2762143664,103.26400311
3.2945692433,103.282306709
3.31300114113,103.300687185
3.3315102751,103.319144754
3.3500968607,103.337679631
3.36876111376,103.356292031
3.38750325036,103.37498217
3.40632348693,103.393750266
3.42522204017,103.412596533
3.44419912709,103.431521189
3.46325496499,103.450524451
3.4823897715,103.469606536
3.50160376452,103.488767663
3.52089716226,103.508008049
3.54027018324,103.527327912
3.55972304626,103.546727471
3.57925597044,103.566206945
3.5988691752,103.585766554
3.61856288025,103.605406516
3.6383373056,103.625127051
3.65819267158,103.644928381
3.67812919879,103.664810724
3.69814710816,103.684774302
3.7182466209,103.704819336
3.73842795853,103.724946046
3.75869134287,103.745154656
3.77903699604,103.765445386
3.79946514047,103.785818459
3.81997599886,103.806274098
3.84056979425,103.826812524
3.86124674995,103.847433962
3.8820070896,103.868138635
3.9028510371,103.888926766
3.9237788167,103.90979858
3.9447906529,103.9307543
3.96588677055,103.951794152
3.98706739475,103.97291836
4.00833275095,103.99412715
4.02968306487,104.015420747
4.05111856254,104.036799377
4.07263947028,104.058263266
4.09424601473,104.07981264
4.11593842282,104.101447727
4.13771692177,104.123168753
4.15958173913,104.144975945
4.18153310272,104.166869532
4.20357124067,104.188849741
4.22569638143,104.2109168
4.24790875372,104.233070938
4.27020858658,104.255312384
4.29259610935,104.277641367
4.31507155166,104.300058116
4.33763514345,104.322562861
4.36028711496,104.345155832
4.38302769673,104.36783726
4.4058571196,104.390607375
4.4287756147,104.413466408
4.45178341349,104.43641459
4.4748807477,104.459452153
4.49806784937,104.482579329
4.52134495085,104.505796349
4.54471228478,104.529103447
4.5681700841,104.552500854
4.59171858207,104.575988805
4.61535801223,104.599567532
4.63908860843,104.623237269
4.6629106048,104.64699825
4.68682423581,104.670850709
4.71082973621,104.694794881
4.73492734103,104.718831
4.75911728564,104.742959302
4.78339980568,104.767180023
4.80777513711,104.791493397
4.83224351618,104.815899662
4.85680517944,104.840399053
4.88146036376,104.864991806
4.90620930628,104.88967816
4.93105224446,104.914458351
4.95598941606,104.939332617
4.98102105914,104.964301196
5.00614741205,104.989364325
5.03136871346,105.014522243
5.05668520232,105.03977519
5.0820971179,105.065123404
5.10760469976,105.090567124
5.13320818777,105.11610659
5.15890782208,105.141742042
5.18470384315,105.167473721
5.21059649177,105.193301866
5.23658600898,105.219226719
5.26267263617,105.245248522
5.28885661499,105.271367514
5.31513818741,105.297583939
5.34151759571,105.323898038
5.36799508246,105.350310053
5.39457089052,105.376820228
5.42124526307,105.403428805
5.44801844358,105.430136028
5.47489067583,105.45694214
5.50186220388,105.483847384
5.52893327212,105.510852006
5.55610412523,105.53795625
5.58337500817,105.565160359
5.61074616622,105.592464581
5.63821784497,105.619869159
5.6657902903,105.647374339
5.69346374839,105.674980369
5.72123846571,105.702687493
5.74911468905,105.730495958
5.77709266549,105.758406011
5.80517264242,105.7864179
5.83335486753,105.814531872
5.86163958879,105.842748175
5.8900270545,105.871067056
5.91851751324,105.899488765
5.94711121391,105.928013549
5.97580840569,105.956641659
6.00460933807,105.985373342
6.03351426084,106.014208849
6.0625234241,106.04314843
6.09163707824,106.072192335
6.12085547396,106.101340814
6.15017886224,106.130594118
6.17960749439,106.159952498
6.209141622,106.189416206
6.23878149698,106.218985493
6.26852737151,106.248660611
6.29837949811,106.278441813
6.32833812956,106.308329351
6.35840351898,106.338323479
6.38857591976,106.368424448
6.41885558561,106.398632514
6.44924277054,106.428947929
6.47973772885,106.459370947
6.51034071514,106.489901824
6.54105198432,106.520540814
6.57187179161,106.551288171
6.60280039251,106.582144152
6.63383804284,106.613109011
6.6649849987,106.644183005
6.6962415165,106.67536639
6.72760785297,106.706659423
6.75908426511,106.738062359
6.79067101024,106.769575457
6.82236834598,106.801198973
6.85417653025,106.832933166
6.88609582126,106.864778294
6.91812647754,106.896734614
6.95026875789,106.928802385
6.98252292146,106.960981867
7.01488922765,106.993273319
7.0473679362,107.025676999
7.07995930712,107.058193169
7.11266360075,107.090822087
7.1454810777,107.123564015
7.17841199892,107.156419213
7.21145662562,107.189387942
7.24461521934,107.222470464
7.27788804191,107.25566704
7.31127535546,107.288977932
7.34477742242,107.322403402
7.37839450553,107.355943713
7.41212686783,107.389599128
7.44597477264,107.42336991
7.47993848362,107.457256322
7.51401826469,107.491258628
7.54821438009,107.525377092
7.58252709437,107.559611978
7.61695667238,107.593963551
7.65150337924,107.628432077
7.68616748041,107.663017819
7.72094924163,107.697721044
7.75584892895,107.732542018
7.79086680871,107.767481007
7.82600314757,107.802538277
7.86125821247,107.837714094
7.89663227066,107.873008727
7.9321255897,107.908422442
7.96773843744,107.943955507
8.00347108204,107.97960819
8.03932379194,108.015380759
8.07529683591,108.051273483
8.111390483,108.087286631
8.14760500257,108.123420471
8.18394066429,108.159675273
8.22039773811,108.196051308
8.25697649429,108.232548844
8.29367720341,108.269168153
8.33050013631,108.305909505
8.36744556418,108.342773172
8.40451375847,108.379759423
8.44170499096,108.416868531
8.47901953371,108.454100768
8.51645765909,108.491456406
8.55401963979,108.528935717
8.59170574876,108.566538975
8.62951625928,108.604266451
8.66745144494,108.642118421
8.7055115796,108.680095156
8.74369693744,108.718196932
8.78200779294,108.756424022
8.82044442089,108.794776701
8.85900709636,108.833255245
8.89769609474,108.871859927
8.93651169171,108.910591025
8.97545416326,108.949448812
9.01452378567,108.988433566
9.05372083552,109.027545564
9.09304558972,109.06678508
9.13249832545,109.106152393
9.1720793202,109.145647781
9.21178885176,109.185271519
9.25162719822,109.225023887
9.291594638,109.264905163
9.33169144977,109.304915624
9.37191791253,109.345055551
9.4122743056,109.385325221
9.45276090856,109.425724915
9.49337800132,109.466254912
9.53412586408,109.506915491
9.57500477735,109.547706935
9.61601502192,109.588629522
9.65715687892,109.629683534
9.69843062974,109.670869252
9.7398365561,109.712186957
9.78137494001,109.753636932
9.82304606377,109.795219459
9.86485021001,109.836934819
9.90678766163,109.878783296
9.94885870186,109.920765173
9.99106361421,109.962880733
10.0334026825,110.005130259
10.0758761909,110.047514036
10.1184844237,110.090032347
10.1612276657,110.132685478
10.204106202,110.175473713
10.2471203178,110.218397337
10.2902702988,110.261456635
10.3335564309,110.304651894
10.3769790004,110.347983399
10.4205382937,110.391451437
10.4642345978,110.435056294
10.5080681996,110.478798258
10.5520393868,110.522677615
10.5961484469,110.566694653
10.6403956681,110.61084966
10.6847813387,110.655142924
10.7293057473,110.699574733
10.7739691829,110.744145376
10.8187719348,110.788855143
10.8637142923,110.833704323
10.9087965455,110.878693204
10.9540189845,110.923822078
10.9993818996,110.969091234
11.0448855817,111.014500963
11.0905303218,111.060051556
11.1363164113,111.105743304
11.1822441418,111.151576498
11.2283138053,111.197551431
11.274525694,111.243668393
11.3208801005,111.289927679
11.3673773176,111.336329579
11.4140176386,111.382874388
11.4608013569,111.429562398
11.5077287662,111.476393904
11.5548001606,111.523369198
11.6020158346,111.570488575
11.6493760826,111.61775233
11.6968811998,111.665160757
11.7445314814,111.712714152
11.792327223,111.760412809
11.8402687205,111.808257025
11.8883562699,111.856247095
11.9365901679,111.904383316
11.9849707112,111.952665984
12.0334981968,112.001095396
12.0821729222,112.04967185
12.1309951851,112.098395642
12.1799652834,112.147267071
12.2290835154,112.196286435
12.2783501797,112.245454032
12.3277655752,112.29477016
12.3773300011,112.34423512
12.4270437569,112.393849209
12.4769071424,112.443612728
12.5269204577,112.493525977
12.5770840032,112.543589256
12.6273980796,112.593802864
12.6778629878,112.644167104
12.7284790293,112.694682276
12.7792465055,112.745348681
12.8301657185,112.796166622
12.8812369704,112.8471364
12.9324605637,112.898258318
12.9838368013,112.949532677
13.0353659862,113.000959782
13.0870484219,113.052539936
13.1388844121,113.104273441
13.1908742608,113.156160601
13.2430182724,113.208201722
13.2953167514,113.260397107
13.3477700028,113.31274706
13.4003783318,113.365251888
13.4531420439,113.417911895
13.506061445,113.470727387
13.5591368412,113.523698669
13.612368539,113.576826049
13.665756845,113.630109832
13.7193020663,113.683550326
13.7730045102,113.737147837
13.8268644844,113.790902674
13.8808822969,113.844815143
13.9350582558,113.898885553
13.9893926697,113.953114212
14.0438858475,114.007501428
14.0985380983,114.062047512
14.1533497315,114.116752772
14.208321057,114.171617517
14.2634523847,114.226642057
14.318744025,114.281826703
14.3741962886,114.337171765
14.4298094864,114.392677554
14.4855839297,114.44834438
14.5415199301,114.504172556
14.5976177994,114.560162392
14.6538778498,114.616314202
14.7103003938,114.672628296
14.7668857441,114.729104988
14.8236342137,114.785744591
14.8805461162,114.842547417
14.9376217651,114.89951378
14.9948614744,114.956643994
